City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,01/01/2015,63.13333333333333,109.4125,0.92,18.22,17.15,16.476571428571425,0.92,27.64,133.36,0.0,0.02,0.0,108.28275862068965,Moderate
Ahmedabad,01/01/2016,63.13333333333333,109.4125,3.14,41.35333333333334,27.566666666666663,16.476571428571425,3.14,52.54666666666667,111.91333333333334,0.0,0.01,0.0,108.28275862068965,Moderate
Ahmedabad,01/01/2017,63.13333333333333,109.4125,5.36,64.48666666666668,37.983333333333334,16.476571428571425,5.36,77.45333333333333,90.46666666666667,0.0,0.0,0.0,108.28275862068965,Moderate
Ahmedabad,01/01/2018,84.46,109.4125,7.58,87.62,48.4,16.476571428571425,7.58,102.36,69.02,14.48,45.6,6.33,181.08758620689653,Moderate
Ahmedabad,01/01/2019,110.71,109.4125,63.03,111.56,100.04,16.476571428571425,63.03,80.15,57.12,4.08,32.33,6.93,268.2858620689655,Poor
Ahmedabad,01/01/2020,79.57,131.62,3.78,12.64,8.99,16.476571428571425,3.78,27.7,23.67,4.21,31.42,2.52,164.39413793103446,Moderate
Ahmedabad,01/02/2015,135.99,130.54833333333335,43.48,42.08,84.57,16.476571428571425,43.48,75.23,102.7,0.4,0.04,25.87,312.5039534883721,Very Poor
Ahmedabad,01/02/2016,153.70000000000002,129.47666666666666,60.31999999999999,87.43,110.03666666666666,16.476571428571425,60.31999999999999,106.3,81.48666666666666,0.2,0.02,12.935,326.0953488372093,Very Poor
Ahmedabad,01/02/2017,171.41,128.405,77.16,132.78,135.50333333333333,16.476571428571425,77.16,137.37,60.27333333333333,0.0,0.0,0.0,339.6867441860465,Very Poor
Ahmedabad,01/02/2018,189.12,127.33333333333333,94.0,178.13,160.97,16.476571428571425,94.0,168.44,39.06,0.74,5.81,3.21,353.27813953488373,Very Poor
Ahmedabad,01/02/2019,76.87,126.26166666666667,17.85,77.35,28.34,16.476571428571425,17.85,87.94,36.28,4.05,32.3,6.93,155.17689655172416,Moderate
Ahmedabad,01/02/2020,88.79,125.19,15.2,54.23,37.8,16.476571428571425,15.2,56.67,45.39,1.82,31.52,1.04,195.86931034482762,Moderate
Ahmedabad,01/03/2015,61.12,124.87833333333333,3.58,16.81,20.92,16.476571428571425,3.58,28.44,30.48,2.69,1.58,1.32,101.40965517241378,Moderate
Ahmedabad,01/03/2016,58.89666666666667,124.56666666666666,5.223333333333334,49.94666666666666,34.96,16.476571428571425,5.223333333333334,74.67,23.44,1.345,0.79,0.66,98.13574712643678,Satisfactory
Ahmedabad,01/03/2017,56.67333333333333,124.255,6.866666666666667,83.08333333333333,49.0,16.476571428571425,6.866666666666667,120.89999999999999,16.4,0.0,0.0,0.0,94.37908045977011,Satisfactory
Ahmedabad,01/03/2018,54.45,123.94333333333333,8.51,116.22,63.04,16.476571428571425,8.51,167.13,9.36,11.97,70.75,17.01,90.62241379310345,Satisfactory
Ahmedabad,01/03/2019,42.11,123.63166666666666,14.18,84.67,28.04,16.476571428571425,14.18,49.29,47.63,4.11,32.38,6.94,69.77206896551724,Satisfactory
Ahmedabad,01/03/2020,53.06,123.32,22.34,59.64,45.76,16.476571428571425,22.34,70.8,41.7,2.85,46.56,1.13,88.27379310344828,Satisfactory
Ahmedabad,01/04/2015,96.04,117.11,3.8,20.07,23.46,16.476571428571425,3.8,62.42,46.61,7.54,13.44,1.65,218.20551724137934,Poor
Ahmedabad,01/04/2016,90.88000000000001,110.89999999999999,17.323333333333334,55.486666666666665,47.32666666666667,16.476571428571425,17.323333333333334,81.01666666666667,48.48,8.446666666666667,25.42,3.6166666666666667,,
Ahmedabad,01/04/2017,85.72,104.69,30.846666666666668,90.90333333333334,71.19333333333333,16.476571428571425,30.846666666666668,99.61333333333333,50.35,9.353333333333333,37.400000000000006,5.583333333333334,185.3889655172414,Moderate
Ahmedabad,01/04/2018,80.56,98.48,44.37,126.32,95.06,16.476571428571425,44.37,118.21,52.22,10.26,49.38,7.55,167.77379310344827,Moderate
Ahmedabad,01/04/2019,96.96,92.27000000000001,16.25,88.34,42.22,16.476571428571425,16.25,15.4,30.19,4.21,32.45,7.08,221.3462068965517,Poor
Ahmedabad,01/04/2020,24.79,86.06,4.5,21.29,13.7,16.476571428571425,4.5,22.16,36.76,3.58,15.89,1.88,41.31666666666667,Good
Ahmedabad,01/05/2015,96.65,86.70166666666667,4.67,15.9,20.53,16.476571428571425,4.67,39.41,11.83,0.01,0.0,3.11,220.28793103448277,Poor
Ahmedabad,01/05/2016,85.45333333333333,87.34333333333333,7.74,20.006666666666668,21.71666666666667,16.476571428571425,7.74,49.42666666666666,16.513333333333332,3.0933333333333333,9.48,2.29,184.47862068965517,Moderate
Ahmedabad,01/05/2017,74.25666666666667,87.985,10.81,24.113333333333333,22.903333333333332,16.476571428571425,10.81,59.44333333333333,21.196666666666665,6.176666666666667,18.96,1.47,146.25551724137932,Moderate
Ahmedabad,01/05/2018,63.06,88.62666666666667,13.88,28.22,24.09,16.476571428571425,13.88,69.46,25.88,9.26,28.44,0.65,108.03241379310346,Moderate
Ahmedabad,01/05/2019,113.47,89.26833333333333,23.43,70.08,51.67,16.476571428571425,23.43,83.88,49.54,4.15,32.44,7.07,277.7079310344827,Poor
Ahmedabad,01/05/2020,28.71,89.91,2.83,13.32,8.6,16.476571428571425,0.54,26.36,49.97,1.59,15.82,0.92,47.85,Good
Ahmedabad,01/06/2015,77.22,100.34,7.02,15.47,21.13,16.476571428571425,7.02,71.97,9.56,3.74,8.45,1.17,156.37172413793104,Moderate
Ahmedabad,01/06/2016,77.53333333333333,110.77,10.75,28.75,27.61,16.476571428571425,10.75,67.86,11.663333333333334,4.193333333333333,15.86,0.9966666666666666,157.44137931034481,Moderate
Ahmedabad,01/06/2017,77.84666666666666,121.2,14.48,42.03,34.09,16.476571428571425,14.48,63.75,13.766666666666666,4.6466666666666665,23.27,0.8233333333333333,158.51103448275862,Moderate
Ahmedabad,01/06/2018,78.16,131.63,18.21,55.31,40.57,16.476571428571425,18.21,59.64,15.87,5.1,30.68,0.65,159.5806896551724,Moderate
Ahmedabad,01/06/2019,48.1,142.06,23.83,70.71,61.67,16.476571428571425,23.83,142.52,40.22,15.5,84.08,12.18,79.89310344827587,Satisfactory
Ahmedabad,01/06/2020,31.02,312.28,2.74,22.62,13.07,16.476571428571425,0.64,74.915,66.9,6.78,23.27,3.08,51.033793103448275,Satisfactory
Ahmedabad,01/07/2015,4.66,270.772,9.01,10.9,20.36,16.476571428571425,9.01,7.31,6.38,1.27,3.94,0.13,7.7666666666666675,Good
Ahmedabad,01/07/2016,29.42,229.26399999999998,9.39,10.11,19.5,16.476571428571425,9.39,1.57,16.42,0.0,0.0,0.0,49.03333333333334,Good
Ahmedabad,01/07/2017,38.769999999999996,187.75599999999997,14.225,35.870000000000005,31.89,16.476571428571425,14.225,13.275,8.665000000000001,2.41,10.67,0.595,64.12862068965516,Satisfactory
Ahmedabad,01/07/2018,48.12,146.248,19.06,61.63,44.28,16.476571428571425,19.06,24.98,0.91,4.82,21.34,1.19,79.92689655172413,Satisfactory
Ahmedabad,01/07/2019,43.22,104.74,28.45,168.15,117.79,16.476571428571425,28.45,40.42,69.91,6.23,79.21,1.46,71.64758620689655,Satisfactory
Ahmedabad,01/07/2020,37.63,105.725,4.42,35.04,20.17,16.476571428571425,0.28,14.4,9.69,1.73,47.05,1.87,62.20241379310345,Satisfactory
Ahmedabad,01/08/2015,40.29,106.71,6.74,10.52,17.26,16.476571428571425,6.74,8.27,3.57,1.85,4.34,0.39,66.69689655172414,Satisfactory
Ahmedabad,01/08/2016,33.5,107.695,79.53,30.42,109.95,16.476571428571425,79.53,14.95,4.81,0.0,0.0,0.0,55.224137931034484,Satisfactory
Ahmedabad,01/08/2017,48.45,108.68,53.055,39.33,76.655,16.476571428571425,53.055,62.27499999999999,11.516666666666666,2.86,12.435,0.325,80.4844827586207,Satisfactory
Ahmedabad,01/08/2018,63.4,109.665,26.58,48.24,43.36,16.476571428571425,26.58,109.6,18.223333333333333,5.72,24.87,0.65,109.19310344827585,Moderate
Ahmedabad,01/08/2019,47.31,110.65,59.19,23.06,66.37,16.476571428571425,59.19,50.69,24.93,2.88,24.5,3.39,78.55827586206897,Satisfactory
Ahmedabad,01/09/2015,63.2,106.01,17.03,14.82,31.85,16.476571428571425,17.03,3.69,7.57,0.0,0.0,0.0,108.51034482758621,Moderate
Ahmedabad,01/09/2016,30.81,101.37,9.36,7.86,17.22,16.476571428571425,9.36,17.58,15.72,1.96,4.87,0.97,,
Ahmedabad,01/09/2017,32.625,96.73,22.27,33.175000000000004,36.004999999999995,16.476571428571425,22.27,51.46,26.333333333333336,3.38,15.23,0.81,53.74568965517241,Satisfactory
Ahmedabad,01/09/2018,34.44,92.09,35.18,58.49,54.79,16.476571428571425,35.18,85.34,36.94666666666667,4.8,25.59,0.65,56.812413793103445,Satisfactory
Ahmedabad,01/09/2019,31.28,87.45,24.16,47.49,50.72,16.476571428571425,24.16,47.71,47.56,2.14,32.05,0.52,51.473103448275864,Satisfactory
Ahmedabad,01/10/2015,76.41,81.162,17.96,34.7,52.67,16.476571428571425,17.96,15.44,31.49,0.0,7.51,1.15,153.60655172413792,Moderate
Ahmedabad,01/10/2016,27.22,74.874,12.02,6.34,18.36,16.476571428571425,12.02,17.38,12.94,1.25,5.51,0.06,45.36666666666667,Good
Ahmedabad,01/10/2017,30.585,68.586,35.614999999999995,98.74,77.64500000000001,16.476571428571425,35.614999999999995,45.71000000000001,29.15,2.5949999999999998,10.765,0.35500000000000004,,
Ahmedabad,01/10/2018,33.95,62.298,59.21,191.14,136.93,16.476571428571425,59.21,74.04,45.36,3.94,16.02,0.65,55.98448275862069,Satisfactory
Ahmedabad,01/10/2019,33.66,56.01,11.85,92.52,58.64,16.476571428571425,11.85,137.97,72.52,1.15,23.37,2.04,55.494482758620684,Satisfactory
Ahmedabad,01/11/2015,132.20999999999998,73.984,12.399999999999999,52.934999999999995,42.475,16.476571428571425,12.399999999999999,78.655,61.349999999999994,1.68,14.665000000000001,2.815,309.6030232558139,Very Poor
Ahmedabad,01/11/2016,230.76,91.958,12.95,13.35,26.31,16.476571428571425,12.95,19.34,50.18,2.21,5.96,3.59,385.2344186046512,Very Poor
Ahmedabad,01/11/2017,151.435,109.93199999999999,30.825,49.56,0.0,16.476571428571425,30.825,30.924999999999997,52.35,0.0,0.0,0.0,324.3570930232558,Very Poor
Ahmedabad,01/11/2018,72.11,127.906,48.7,85.77,47.36,16.476571428571425,48.7,42.51,54.52,8.43,46.89,7.26,138.92724137931035,Moderate
Ahmedabad,01/11/2019,63.17,145.88,9.85,112.58,66.15,16.476571428571425,9.85,136.87,46.54,1.15,23.37,2.04,108.40793103448277,Moderate
Ahmedabad,01/12/2015,70.61666666666667,132.51999999999998,16.696666666666665,107.75,67.61,16.476571428571425,16.696666666666665,127.03333333333333,44.36666666666667,0.575,11.685,1.02,133.8293103448276,Moderate
Ahmedabad,01/12/2016,78.06333333333333,119.16,23.543333333333333,102.92,69.07000000000001,16.476571428571425,23.543333333333333,117.19666666666667,42.193333333333335,0.0,0.0,0.0,159.2506896551724,Moderate
Ahmedabad,01/12/2017,85.51,105.8,30.39,98.09,70.53,16.476571428571425,30.39,107.36,40.02,27.59,139.46,21.26,184.67206896551727,Moderate
Ahmedabad,01/12/2018,96.58,92.44,42.1,80.15,42.52,16.476571428571425,42.1,52.73,42.37,4.04,32.3,6.9,220.04896551724138,Poor
Ahmedabad,01/12/2019,43.06,79.08,5.26,81.68,45.84,16.476571428571425,5.26,137.18,42.68,2.75,35.25,1.87,71.37724137931035,Satisfactory
Ahmedabad,02/01/2015,51.4225,87.37666666666667,0.97,15.69,16.46,16.476571428571425,0.97,24.55,34.06,3.68,5.5,3.77,85.5069827586207,Satisfactory
Ahmedabad,02/01/2016,59.785000000000004,95.67333333333333,3.7333333333333334,36.02333333333333,25.74666666666667,16.476571428571425,3.7333333333333334,50.85333333333333,53.876666666666665,1.84,2.75,1.885,99.63672413793104,Satisfactory
Ahmedabad,02/01/2017,68.14750000000001,103.97,6.496666666666666,56.35666666666666,35.03333333333333,16.476571428571425,6.496666666666666,77.15666666666667,73.69333333333333,0.0,0.0,0.0,125.40008620689657,Moderate
Ahmedabad,02/01/2018,76.51,112.26666666666668,9.26,76.69,44.32,16.476571428571425,9.26,103.46,93.51,14.29,61.83,7.48,153.9479310344828,Moderate
Ahmedabad,02/01/2019,147.57,120.56333333333333,59.56,107.46,129.87,16.476571428571425,59.56,47.7,48.23,4.1,32.34,6.99,321.39093023255816,Very Poor
Ahmedabad,02/01/2020,72.59,128.86,3.63,14.38,9.73,16.476571428571425,3.63,23.96,23.67,3.71,31.14,2.52,140.56586206896554,Moderate
Ahmedabad,02/02/2015,178.33,123.66166666666668,54.56,35.31,72.8,16.476571428571425,54.56,55.04,107.38,0.46,0.06,35.61,344.99744186046513,Very Poor
Ahmedabad,02/02/2016,148.34333333333333,118.46333333333334,41.42,75.44999999999999,77.62,16.476571428571425,41.42,72.12333333333333,86.3,0.23,0.03,17.805,321.9844186046512,Very Poor
Ahmedabad,02/02/2017,118.35666666666668,113.26500000000001,28.28,115.58999999999999,82.44,16.476571428571425,28.28,89.20666666666668,65.22,0.0,0.0,0.0,294.39000000000004,Poor
Ahmedabad,02/02/2018,88.37,108.06666666666668,15.14,155.73,87.26,16.476571428571425,15.14,106.29,44.14,0.74,5.81,3.21,194.43551724137933,Moderate
Ahmedabad,02/02/2019,47.01,102.86833333333334,13.12,66.95,23.24,16.476571428571425,13.12,71.48,45.06,4.04,32.33,6.92,78.05137931034483,Satisfactory
Ahmedabad,02/02/2020,52.31,97.67,9.38,38.28,25.67,16.476571428571425,9.38,36.8,26.07,1.82,31.52,1.04,87.00655172413794,Satisfactory
Ahmedabad,02/03/2015,60.78,106.37833333333333,9.07,18.21,27.34,16.476571428571425,9.07,29.48,34.75,2.05,0.55,0.22,,
Ahmedabad,02/03/2016,58.35333333333333,115.08666666666666,7.553333333333334,47.24333333333333,36.473333333333336,16.476571428571425,7.553333333333334,76.76,43.510000000000005,1.025,0.275,0.11,97.2177011494253,Satisfactory
Ahmedabad,02/03/2017,55.92666666666667,123.79499999999999,6.036666666666667,76.27666666666667,45.60666666666667,16.476571428571425,6.036666666666667,124.04,52.27,0.0,0.0,0.0,93.11747126436782,Satisfactory
Ahmedabad,02/03/2018,53.5,132.50333333333333,4.52,105.31,54.74,16.476571428571425,4.52,171.32,61.03,11.62,69.29,16.62,89.01724137931035,Satisfactory
Ahmedabad,02/03/2019,46.35,141.21166666666664,9.25,69.51,21.69,16.476571428571425,9.25,62.8,69.79,4.08,32.34,7.07,76.93620689655172,Satisfactory
Ahmedabad,02/03/2020,56.2,149.92,23.13,62.85,47.92,16.476571428571425,23.13,81.42,34.18,3.02,46.56,1.13,93.57931034482759,Satisfactory
Ahmedabad,02/04/2015,77.69,139.62,5.24,18.87,23.06,16.476571428571425,5.24,100.48,27.14,9.49,11.77,1.6,157.97620689655173,Moderate
Ahmedabad,02/04/2016,86.37666666666667,129.32,11.096666666666668,45.42666666666667,37.19333333333333,16.476571428571425,11.096666666666668,106.10000000000001,34.81666666666667,10.143333333333333,26.616666666666667,3.95,187.6306896551724,Moderate
Ahmedabad,02/04/2017,95.06333333333333,119.02,16.953333333333333,71.98333333333333,51.32666666666666,16.476571428571425,16.953333333333333,111.72,42.49333333333333,10.796666666666667,41.46333333333334,6.300000000000001,214.87137931034482,Poor
Ahmedabad,02/04/2018,103.75,108.72,22.81,98.54,65.46,16.476571428571425,22.81,117.34,50.17,11.45,56.31,8.65,244.52586206896552,Poor
Ahmedabad,02/04/2019,122.78,98.42,36.74,99.37,75.89,16.476571428571425,36.74,15.97,25.6,4.21,32.53,7.11,302.3660465116279,Very Poor
Ahmedabad,02/04/2020,25.52,88.12,4.46,24.24,15.15,16.476571428571425,4.46,18.54,38.17,4.59,19.84,2.09,42.53333333333333,Good
Ahmedabad,02/05/2015,126.77,83.97166666666666,15.69,23.93,39.73,16.476571428571425,15.69,93.18,36.71,0.22,0.04,10.0,305.4281395348837,Very Poor
Ahmedabad,02/05/2016,99.90333333333334,79.82333333333334,14.026666666666666,26.113333333333333,34.10333333333333,16.476571428571425,14.026666666666666,79.23666666666668,33.77333333333333,2.3633333333333337,9.373333333333333,6.883333333333333,231.3941379310345,Poor
Ahmedabad,02/05/2017,73.03666666666666,75.675,12.363333333333333,28.296666666666667,28.476666666666667,16.476571428571425,12.363333333333333,65.29333333333334,30.836666666666666,4.506666666666667,18.706666666666667,3.7666666666666666,142.0906896551724,Moderate
Ahmedabad,02/05/2018,46.17,71.52666666666667,10.7,30.48,22.85,16.476571428571425,10.7,51.35,27.9,6.65,28.04,0.65,76.63206896551725,Satisfactory
Ahmedabad,02/05/2019,101.68,67.37833333333333,24.04,76.61,55.31,16.476571428571425,24.04,106.65,64.47,4.14,32.48,7.02,237.4593103448276,Poor
Ahmedabad,02/05/2020,22.56,63.23,3.68,15.16,10.09,16.476571428571425,0.56,25.87,55.72,1.55,10.29,0.65,37.6,Good
Ahmedabad,02/06/2015,45.29,74.566,7.25,12.74,19.66,16.476571428571425,7.25,18.64,6.32,2.73,6.99,0.76,75.1451724137931,Satisfactory
Ahmedabad,02/06/2016,57.949999999999996,85.902,10.106666666666667,25.28666666666667,25.233333333333334,16.476571428571425,10.106666666666667,27.813333333333333,10.290000000000001,3.9466666666666663,13.886666666666667,0.7233333333333334,96.53620689655172,Satisfactory
Ahmedabad,02/06/2017,70.61,97.238,12.963333333333335,37.833333333333336,30.80666666666667,16.476571428571425,12.963333333333335,36.986666666666665,14.260000000000002,5.163333333333333,20.78333333333333,0.6866666666666666,133.80655172413793,Moderate
Ahmedabad,02/06/2018,83.27,108.574,15.82,50.38,36.38,16.476571428571425,15.82,46.16,18.23,6.38,27.68,0.65,177.0251724137931,Moderate
Ahmedabad,02/06/2019,41.38,119.91,21.8,70.35,59.18,16.476571428571425,21.8,134.76,41.5,15.9,83.78,14.01,68.53862068965518,Satisfactory
Ahmedabad,02/06/2020,131.88,173.4,2.71,41.56,22.26,16.476571428571425,0.45,20.08,34.26,10.84,43.9,5.19,309.3497674418605,Very Poor
Ahmedabad,02/07/2015,48.72,161.68800000000002,9.56,11.94,21.5,16.476571428571425,9.56,5.72,6.61,1.77,4.96,0.39,80.9406896551724,Satisfactory
Ahmedabad,02/07/2016,20.87,149.976,9.04,7.49,16.54,16.476571428571425,9.04,1.6,14.27,0.0,0.0,0.0,34.78333333333334,Good
Ahmedabad,02/07/2017,28.835,138.264,15.055,30.409999999999997,29.14,16.476571428571425,15.055,13.284999999999998,7.715,2.51,16.99,0.555,48.05833333333334,Good
Ahmedabad,02/07/2018,36.8,126.552,21.07,53.33,41.74,16.476571428571425,21.07,24.97,1.16,5.02,33.98,1.11,60.8,Satisfactory
Ahmedabad,02/07/2019,44.75,114.84,24.72,119.51,88.78,16.476571428571425,24.72,48.21,58.82,6.3,80.04,1.48,74.23275862068965,Satisfactory
Ahmedabad,02/08/2015,41.16,119.73400000000001,6.91,10.51,17.42,16.476571428571425,6.91,13.48,3.69,1.8,4.23,0.33,68.16689655172414,Satisfactory
Ahmedabad,02/08/2016,29.36,124.628,83.72,29.75,113.47,16.476571428571425,83.72,15.31,3.68,0.0,0.0,0.0,48.93333333333334,Good
Ahmedabad,02/08/2017,43.785,129.522,54.615,39.8,78.41,16.476571428571425,54.615,60.74,11.813333333333333,2.995,14.095,0.325,72.60224137931034,Satisfactory
Ahmedabad,02/08/2018,58.21,134.416,25.51,49.85,43.35,16.476571428571425,25.51,106.17,19.946666666666665,5.99,28.19,0.65,96.97551724137932,Satisfactory
Ahmedabad,02/08/2019,56.72,139.31,45.45,45.13,68.12,16.476571428571425,45.45,52.12,28.08,2.88,24.5,3.39,94.45793103448275,Satisfactory
Ahmedabad,02/09/2015,64.73,125.262,17.01,14.82,31.83,16.476571428571425,17.01,6.45,12.13,0.0,0.0,0.0,113.73344827586209,Moderate
Ahmedabad,02/09/2016,47.67,111.214,9.63,8.39,18.02,16.476571428571425,9.63,16.95,18.89,2.41,6.07,1.07,79.16655172413793,Satisfactory
Ahmedabad,02/09/2017,38.235,97.166,19.049999999999997,28.73,31.6,16.476571428571425,19.049999999999997,59.16499999999999,27.259999999999998,3.395,14.97,0.8600000000000001,63.22465517241379,Satisfactory
Ahmedabad,02/09/2018,28.8,83.118,28.47,49.07,45.18,16.476571428571425,28.47,101.38,35.629999999999995,4.38,23.87,0.65,48.0,Good
Ahmedabad,02/09/2019,25.64,69.07,25.23,52.47,54.36,16.476571428571425,25.23,48.58,44.0,2.14,32.05,0.52,42.733333333333334,Good
Ahmedabad,02/10/2015,102.49,76.496,33.31,37.85,71.17,16.476571428571425,33.31,27.32,24.85,19.81,51.29,15.05,240.22448275862067,Poor
Ahmedabad,02/10/2016,41.81,83.922,10.75,9.77,20.52,16.476571428571425,10.75,18.03,22.44,1.4,4.97,0.05,69.26517241379311,Satisfactory
Ahmedabad,02/10/2017,36.47,91.348,18.740000000000002,93.44999999999999,63.435,16.476571428571425,18.740000000000002,35.8,45.035,2.83,9.95,0.665,60.242413793103445,Satisfactory
Ahmedabad,02/10/2018,31.13,98.774,26.73,177.13,106.35,16.476571428571425,26.73,53.57,67.63,4.26,14.93,1.28,51.219655172413795,Satisfactory
Ahmedabad,02/10/2019,51.11,106.2,21.47,118.26,82.17,16.476571428571425,21.47,129.38,41.28,1.15,23.37,2.04,84.97896551724138,Satisfactory
Ahmedabad,02/11/2015,122.54,107.35600000000001,75.42,44.2,119.62,16.476571428571425,75.42,13.78,60.66,73.38,105.07,17.55,302.1818604651163,Very Poor
Ahmedabad,02/11/2016,203.3,108.512,11.74,14.79,26.54,16.476571428571425,11.74,16.14,47.43,2.23,6.43,4.65,364.16046511627906,Very Poor
Ahmedabad,02/11/2017,140.89000000000001,109.668,30.839999999999996,62.71,0.0,16.476571428571425,30.839999999999996,41.6,47.18,0.0,0.0,0.0,316.26441860465115,Very Poor
Ahmedabad,02/11/2018,78.48,110.824,49.94,110.63,54.14,16.476571428571425,49.94,67.06,46.93,16.41,36.27,6.95,160.67310344827587,Moderate
Ahmedabad,02/11/2019,42.27,111.98,10.87,87.8,55.23,16.476571428571425,10.87,129.66,39.52,1.15,23.37,2.04,70.04241379310345,Satisfactory
Ahmedabad,02/12/2015,55.14333333333334,104.86200000000001,9.293333333333333,82.37333333333333,49.97666666666667,16.476571428571425,9.293333333333333,120.98,52.39,0.575,11.685,1.02,91.79390804597702,Satisfactory
Ahmedabad,02/12/2016,68.01666666666667,97.744,7.716666666666667,76.94666666666666,44.72333333333333,16.476571428571425,7.716666666666667,112.3,65.25999999999999,0.0,0.0,0.0,124.95344827586206,Moderate
Ahmedabad,02/12/2017,80.89,90.626,6.14,71.52,39.47,16.476571428571425,6.14,103.62,78.13,12.02,61.66,7.27,168.9003448275862,Moderate
Ahmedabad,02/12/2018,91.37,83.50800000000001,28.26,91.43,37.49,16.476571428571425,28.26,51.83,38.19,4.04,32.27,6.89,202.26310344827587,Poor
Ahmedabad,02/12/2019,46.74,76.39,4.02,60.49,34.1,16.476571428571425,4.02,112.45,48.16,2.75,35.25,1.87,77.59517241379311,Satisfactory
Ahmedabad,03/01/2015,51.025000000000006,85.15666666666667,17.4,19.3,29.7,16.476571428571425,17.4,29.07,30.7,6.8,16.4,2.25,84.83534482758623,Satisfactory
Ahmedabad,03/01/2016,55.31,93.92333333333333,16.223333333333333,35.97333333333333,34.519999999999996,16.476571428571425,16.223333333333333,42.81333333333333,55.57666666666667,3.4,8.2,1.125,92.07551724137932,Satisfactory
Ahmedabad,03/01/2017,59.595,102.69,15.046666666666665,52.64666666666666,39.339999999999996,16.476571428571425,15.046666666666665,56.556666666666665,80.45333333333333,0.0,0.0,0.0,99.3156896551724,Satisfactory
Ahmedabad,03/01/2018,63.88,111.45666666666668,13.87,69.32,44.16,16.476571428571425,13.87,70.3,105.33,12.77,60.99,9.5,110.83172413793105,Moderate
Ahmedabad,03/01/2019,131.5,120.22333333333333,119.68,75.82,88.04,16.476571428571425,119.68,55.29,43.25,4.09,32.42,7.0,309.0581395348837,Very Poor
Ahmedabad,03/01/2020,69.54,128.99,7.06,15.13,12.65,16.476571428571425,7.06,35.78,23.66,4.78,31.14,2.52,130.1537931034483,Moderate
Ahmedabad,03/02/2015,139.7,125.18166666666667,30.61,28.4,56.73,16.476571428571425,30.61,33.79,73.6,0.17,0.03,11.87,315.3511627906977,Very Poor
Ahmedabad,03/02/2016,125.34666666666666,121.37333333333333,44.79333333333333,86.13,88.79666666666667,16.476571428571425,44.79333333333333,71.23666666666666,51.72333333333333,0.085,0.015,5.935,304.33581395348835,Very Poor
Ahmedabad,03/02/2017,110.99333333333333,117.565,58.97666666666666,143.85999999999999,120.86333333333334,16.476571428571425,58.97666666666666,108.68333333333334,29.846666666666664,0.0,0.0,0.0,269.25310344827585,Poor
Ahmedabad,03/02/2018,96.64,113.75666666666667,73.16,201.59,152.93,16.476571428571425,73.16,146.13,7.97,0.74,5.81,3.21,220.2537931034483,Poor
Ahmedabad,03/02/2019,54.77,109.94833333333334,11.01,77.02,24.46,16.476571428571425,11.01,64.47,53.55,4.08,32.36,6.94,91.16310344827588,Satisfactory
Ahmedabad,03/02/2020,68.19,106.14,10.08,45.94,29.93,16.476571428571425,10.08,31.18,43.72,1.53,34.6,0.81,125.5451724137931,Moderate
Ahmedabad,03/03/2015,91.83,114.39166666666667,12.99,28.71,40.76,16.476571428571425,12.99,39.71,38.46,2.69,1.74,2.25,203.83344827586205,Poor
Ahmedabad,03/03/2016,75.1,122.64333333333333,13.256666666666666,53.95333333333333,47.58333333333333,16.476571428571425,13.256666666666666,62.94,46.68,1.345,0.87,1.125,149.13448275862066,Moderate
Ahmedabad,03/03/2017,58.37,130.895,13.523333333333333,79.19666666666666,54.406666666666666,16.476571428571425,13.523333333333333,86.17,54.9,0.0,0.0,0.0,97.24586206896552,Satisfactory
Ahmedabad,03/03/2018,41.64,139.14666666666668,13.79,104.44,61.23,16.476571428571425,13.79,109.4,63.12,12.47,69.84,13.17,68.97793103448276,Satisfactory
Ahmedabad,03/03/2019,61.32,147.39833333333334,15.88,48.4,20.36,16.476571428571425,15.88,49.88,21.17,4.16,32.45,7.04,102.09241379310345,Moderate
Ahmedabad,03/03/2020,77.58,155.65,21.26,60.32,45.29,16.476571428571425,21.26,119.95,39.83,2.85,46.56,1.13,157.6006896551724,Moderate
Ahmedabad,03/04/2015,53.07,144.36833333333334,4.17,13.82,17.45,16.476571428571425,4.17,40.36,21.76,4.47,6.94,0.42,88.29068965517241,Satisfactory
Ahmedabad,03/04/2016,60.60666666666667,133.08666666666667,6.423333333333334,32.736666666666665,25.826666666666668,16.476571428571425,6.423333333333334,62.55333333333333,37.32333333333334,5.696666666666666,15.5,1.8666666666666665,,
Ahmedabad,03/04/2017,68.14333333333335,121.805,8.676666666666666,51.65333333333333,34.20333333333333,16.476571428571425,8.676666666666666,84.74666666666667,52.88666666666667,6.923333333333334,24.06,3.313333333333333,125.38586206896557,Moderate
Ahmedabad,03/04/2018,75.68,110.52333333333334,10.93,70.57,42.58,16.476571428571425,10.93,106.94,68.45,8.15,32.62,4.76,151.1144827586207,Moderate
Ahmedabad,03/04/2019,109.21,99.24166666666667,47.6,90.25,79.91,16.476571428571425,47.6,13.25,26.93,4.22,32.5,7.17,263.1651724137931,Poor
Ahmedabad,03/04/2020,33.48,87.96,4.51,41.44,23.58,16.476571428571425,4.51,23.84,46.53,9.31,40.13,5.44,55.1903448275862,Satisfactory
